"AnnualIncome","CreditScore","Experience","LoanDuration","NumberOfDependents","MonthlyDebtPayments","CreditCardUtilizationRate","NumberOfOpenCreditLines","NumberOfCreditInquiries","DebtToIncomeRatio","PaymentHistory","LengthOfCreditHistory","SavingsAccountBalance","CheckingAccountBalance","TotalAssets","TotalLiabilities","UtilityBillsPaymentHistory","JobTenure","InterestRate","MonthlyLoanPayment","TotalDebtToIncomeRatio","LoanApproved","EmploymentStatus_Self-Employed","EmploymentStatus_Unemployed","EducationLevel_Associate","EducationLevel_High School","EducationLevel_Master","EducationLevel_Other","MaritalStatus_Divorced","MaritalStatus_Other","MaritalStatus_Single","HomeOwnershipStatus_Other","HomeOwnershipStatus_Own","HomeOwnershipStatus_Rent","LoanPurpose_Auto","LoanPurpose_Debt Consolidation","LoanPurpose_Education","LoanPurpose_Other"
54543,593,16,36,2,894,0.0864575590393572,4,0,0.250659845471765,23,6,1008,1654,39337,7566,0.972504093410452,3,0.219545129863308,1025.46895114061,0.422302172848712,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
20746,532,21,60,0,311,0.242298448945104,2,2,0.485513528296205,19,6,9775,1805,117544,2107,0.900364384333148,3,0.253185566836047,864.499623181255,0.679938083398007,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
41316,590,13,84,0,293,0.093825423923359,2,1,0.333304397012879,14,4,6905,228,21252,41244,0.854308806457131,4,0.217235796805814,820.734514521082,0.323477930444694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43817,592,9,36,1,502,0.246846478153777,1,0,0.375549698805187,28,13,2820,487,8169,51100,0.745339915601283,7,0.190570626152122,498.437425390177,0.273986103673965,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
96363,615,23,108,0,591,0.279069104054509,2,2,0.282019804028177,33,22,7303,144,7447,10593,0.968072344548904,1,0.281810925756327,709.652084222387,0.161969065000764,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
47179,590,36,36,0,810,0.630524993825567,1,0,0.10105895753509,22,16,2308,79,20960,22054,0.759177364817253,6,0.22294677535803,521.849146044644,0.338756433000609,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
44291,624,44,36,1,164,0.375687610898834,3,1,0.108571155166,24,28,1942,992,18667,7830,0.684089770239925,10,0.2303088,732.847382638011,0.242987708375429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15000,594,12,96,0,293,0.0756182520803758,3,0,0.14272013364962,24,21,4130,684,65273,11983,0.93914212067131,3,0.274441196279868,385.551038335225,0.54284083066818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45189,576,5,48,2,406,0.0829081972868284,3,1,0.229108742981754,19,7,3505,512,130385,9800,0.870400208198932,4,0.268272260545149,1163.32805199906,0.416737184358775,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
52301,516,36,48,1,396,0.35825085094564,4,0,0.131205371325004,32,25,9508,3376,126558,39546,0.573253141632173,3,0.279498563246149,704.966127490458,0.252606901013088,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
73969,566,17,36,0,372,0.208912299645468,1,0,0.13892107246868,35,21,537,665,117538,45185,0.494591854701162,5,0.210791584452649,815.338489436605,0.192622069694592,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
78317,606,33,24,1,230,0.273005247847682,2,1,0.189739181391867,23,17,3691,1366,15035,29859,0.974371151228455,5,0.174870475602656,1242.01453231408,0.225547127542794,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
20480,488,13,108,4,750,0.285512165759542,4,0,0.0854549257269224,30,24,4482,1364,68947,16676,0.897785271245581,3,0.321751395962835,486.333336898008,0.724414064588677,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
43720,578,5,60,2,239,0.57304484294505,3,3,0.202477139420696,23,9,2809,1306,36389,37105,0.982946258772366,2,0.260709944001835,1309.75611488389,0.425093169684507,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
45773,592,19,48,3,459,0.0885920618093212,2,0,0.209753273469301,29,7,994,460,15673,36882,0.753312779731702,1,0.251669556501697,503.808766875992,0.252413108219079,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
72409,608,3,108,2,197,0.113223731518291,6,1,0.253139512790172,29,4,3454,812,27166,12112,0.636210713265775,4,0.3188724,698.165801918237,0.148351580922521,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68313,567,3,72,4,513,0.421304315278786,1,0,0.0839997869837944,22,21,5886,1215,67882,12378,0.856254690460457,7,0.231772659918993,373.367453166809,0.155701102835503,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
28528,472,12,96,0,600,0.194208480255125,3,2,0.193674659606665,25,10,1447,1547,8840,27401,0.877159801410494,4,0.302361861831285,424.056663815058,0.430758551801062,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72875,512,27,48,2,478,0.141035911778145,3,1,0.459616931054457,27,12,8502,517,121172,25117,0.809557778950229,1,0.268124455684505,1435.18647285321,0.315035851447528,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
64131,589,36,96,1,311,0.0786418567171169,4,0,0.248326820587675,36,17,10475,4200,41348,11943,0.687070646666019,4,0.237498119280277,238.116152916592,0.102748964385385,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41997,607,30,12,1,227,0.146950300448493,3,0,0.159871244080949,21,2,5171,399,93825,7691,0.82673213347248,6,0.216889140149418,1816.84582015981,0.583997662735857,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
86130,618,42,108,1,350,0.549691159346165,2,0,0.361234808907327,21,8,1235,397,9077,12563,0.832586010658227,10,0.274315372604498,304.684685491142,0.0912134706361744,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53112,616,12,36,1,762,0.270269786228145,6,0,0.588710853389238,24,18,416,153,30242,8483,0.711038574246093,7,0.197552666358525,673.998730778461,0.324446166014112,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
61486,485,19,60,1,373,0.495435325661154,2,1,0.176086735306468,20,24,543,2981,56837,19012,0.766650856174774,2,0.32752298205618,1030.67778172313,0.27395071041664,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
35637,628,27,60,0,317,0.187759808073231,1,1,0.0644727306268563,22,29,2292,463,45248,34966,0.706203377383107,5,0.1804528,878.600872369374,0.402593104594452,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
21621,579,33,72,4,254,0.146140078050875,3,1,0.201060560092402,18,11,514,458,116522,25582,0.917265262509031,5,0.267477902538788,834.000244925409,0.603857496836636,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84365,445,14,36,0,269,0.0825576405062835,0,2,0.325975182109019,21,22,466,2301,24403,91075,0.744929381772524,5,0.298094507058306,1460.85399885509,0.246052841655439,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
15000,508,0,108,2,531,0.253890690174049,2,0,0.180149249475353,34,14,2134,2953,101009,9209,0.705854721941351,3,0.265529770799682,241.54046710786,0.618032373686288,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
85081,573,25,108,0,295,0.258420008058552,3,1,0.0738282912199935,26,16,2320,2475,61469,10437,0.787985949262095,8,0.280706202115309,924.532995139263,0.172005452940976,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
75721,659,23,60,1,193,0.36334955274502,1,0,0.341107394915281,23,1,12010,697,30785,3529,0.764075030703256,6,0.222019083383648,465.734255402337,0.104393907434239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16043,609,7,72,0,283,0.508123471469375,3,1,0.539112976003745,23,17,3174,3959,152345,18723,0.922395504270778,8,0.253235423058576,623.776366010537,0.678259452230035,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
81359,514,22,24,1,393,0.154265758810955,1,0,0.0500442620173443,25,17,2467,1388,47292,19785,0.706560665483604,5,0.22533170602631,1243.89539625787,0.241432966913242,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
15592,490,32,48,0,290,0.293561508066514,3,0,0.374811229277073,22,18,3086,552,120536,11072,0.844706524532504,6,0.236769139289102,551.685505756586,0.647782585241087,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
112035,618,29,96,0,474,0.454606537419572,4,0,0.621872664901439,24,7,3554,620,26444,15210,0.913425851356871,6,0.256730468987356,441.991432252423,0.0981112793950915,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
32963,581,1,36,3,423,0.365239810086308,4,0,0.264320538549395,23,6,1885,1807,122251,56118,0.862966400382963,6,0.247933399950089,960.456668882402,0.503639839413549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34093,581,27,96,0,654,0.397436866010926,1,0,0.036027692369853,23,24,2060,251,139744,7141,0.839441561607233,5,0.224709767381641,388.122766360208,0.366804716402854,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24057,637,11,60,0,211,0.0751682493067471,4,0,0.290219037911377,24,15,2328,532,40683,19726,0.889119326346259,4,0.266080186384165,1116.60947693643,0.662231937616376,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
91920,600,13,72,1,292,0.0601520560066473,1,4,0.610052104793126,17,2,4050,185,74111,17426,0.739785823945436,3,0.210322755852076,446.580605522739,0.096420444585214,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
91612,547,14,48,0,467,0.411640558075804,5,0,0.163868101192948,21,16,3519,1336,118810,8721,0.831693259509699,7,0.26991849315572,1577.42561877872,0.267793601551595,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
51812,526,23,84,5,424,0.113741348331493,3,4,0.522014142033836,16,23,4019,2021,21206,13719,0.864449020762535,3,0.30895309864124,702.375094636623,0.260875880792856,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
54418,608,24,48,1,554,0.437688988522836,2,1,0.196901940563715,23,1,1776,823,14701,30665,0.939069452874166,3,0.173278997988219,343.510464661984,0.197914763055309,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
90631,624,29,84,1,415,0.273701378676059,4,2,0.131901464229547,25,27,2046,617,27070,2986,0.745152642001497,3,0.243248385876382,431.919171139056,0.112136355702449,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
34864,580,17,60,0,267,0.183978414993264,5,1,0.122949200918773,20,22,1321,466,35154,2316,0.947515761644879,5,0.246432024694346,744.124971712696,0.348023739690006,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
26397,539,9,84,1,750,0.366175274214415,3,1,0.107170688152749,27,13,7926,2842,58874,6487,0.871268783759312,2,0.275280898167793,854.829216734472,0.72955072928036,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
81914,599,33,24,1,666,0.215289886631534,4,0,0.55721199694787,19,26,10603,2648,25409,60867,0.830273381285641,4,0.204733870040963,545.784557416412,0.177520505517945,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
28433,591,11,60,1,627,0.441456808835545,7,2,0.204964119033837,16,10,3426,1658,33154,62658,0.619689957817523,7,0.192727767694954,283.555621902974,0.384295271791077,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
32459,550,16,60,2,280,0.273723747777259,2,0,0.126106621133803,26,1,1774,2027,52792,19614,0.611090789461297,4,0.274623085539298,636.396107904217,0.33878903523986,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
23744,467,27,60,4,563,0.264653196445122,2,1,0.414643556252599,29,3,1024,2002,71093,6784,0.746942005075447,6,0.289585868181083,562.685307520945,0.568911038167594,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0
45790,616,30,60,1,297,0.359558704364982,1,2,0.252500822260029,25,12,5372,247,15934,6861,0.769155731320653,1,0.245797312372311,968.163587215851,0.331556301519769,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
23656,625,20,84,1,580,0.352064233370733,2,0,0.569768930898649,14,18,3653,1147,15263,52066,0.795461298170059,4,0.259679021605781,995.415401074624,0.799162361045633,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
46404,621,22,60,3,454,0.157176548072006,4,2,0.368794280398665,24,23,451,506,12375,56784,0.813207759554207,2,0.226053670209856,316.750516471509,0.199314847807476,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
134276,546,17,60,2,449,0.376277101646923,5,0,0.479853451445127,23,16,956,1720,44768,5478,0.898440958218505,1,0.252464701515945,536.473168822198,0.16200224702202,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17711,658,27,60,1,286,0.190315624103838,2,0,0.002288094477712,23,12,4561,1399,126597,7998,0.769656318220203,5,0.210439982849988,267.721331367632,0.375171135249934,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
52743,629,31,84,2,354,0.114932651959194,3,0,0.381411595093794,27,13,5077,95,60158,53791,0.854494482637104,7,0.1977752,810.477631753814,0.264940022013267,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
35587,616,13,84,3,423,0.504655555226728,7,1,0.515520542044227,30,6,841,1480,14562,12213,0.590522641211742,6,0.230562957239785,335.082338130802,0.255626719239318,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
22256,625,14,120,1,522,0.381867505058796,3,1,0.0621751882387157,29,15,1855,718,27950,1837,0.904882277684482,6,0.241264969730723,312.963970963877,0.450196246026533,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
61124,630,15,72,1,960,0.416790907349816,6,1,0.256752626952805,14,15,2231,1835,65216,10519,0.566571375446704,7,0.214402667245183,481.567717486058,0.283011789310789,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85129,537,0,36,3,961,0.240903744110732,5,2,0.169105920146258,27,8,2628,523,100489,9715,0.805202029241337,7,0.232203572545644,1326.87179130604,0.322504217078463,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
45006,650,36,84,4,278,0.390504820659336,2,1,0.306711137595595,19,2,2345,643,104441,49599,0.848868064272144,2,0.220337387935596,333.553924890236,0.163059305396677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28589,553,0,84,1,423,0.328564304506359,2,1,0.0688604289795987,13,1,3039,1132,59725,13516,0.820830488398166,6,0.295425150306427,1169.59738989598,0.668479788686268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
116404,598,24,48,0,524,0.489791025304154,4,2,0.32483711188268,21,3,1678,2077,13720,17907,0.923642185750052,2,0.231108180650871,694.009248674026,0.125563648878804,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
48022,573,8,36,1,765,0.629019013353512,3,3,0.0546685418269641,22,27,2416,936,22489,35870,0.885925214942736,7,0.203835985184931,937.121317019844,0.425335383870687,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
31650,611,32,120,0,613,0.127912655648695,4,1,0.236099791209009,24,17,11633,1325,34391,64187,0.811244873724797,3,0.263831307655715,368.882459030856,0.372277709585159,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
72094,593,0,60,4,189,0.222650522041197,4,0,0.184762790056084,20,21,5414,1132,54410,57080,0.894730900477693,7,0.257989145046455,880.182731220019,0.177964778964133,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
45609,669,38,24,0,250,0.319331587567149,1,4,0.470246381500699,33,5,1804,728,24985,89227,0.824288160048105,8,0.172800893374997,1794.63606386073,0.537955946552846,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
26316,609,4,72,1,501,0.426100987484687,3,0,0.206528128439894,27,5,4034,2826,18144,5639,0.973540953721601,4,0.216779687629854,1147.24976264014,0.751595878996871,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
34186,544,31,36,3,438,0.25775701941207,3,2,0.0636903913870297,21,4,3794,284,146839,27937,0.96599322306605,4,0.214194192995979,1053.28723920055,0.523472967600965,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
48002,638,17,36,1,376,0.188842017443841,3,1,0.0168765822516469,24,29,1099,2961,37114,83169,0.632468873480781,4,0.22189029044424,1127.97370065605,0.375977759424036,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
25094,552,36,60,0,235,0.477349632689811,1,0,0.130626861928949,19,1,2388,3023,140983,11548,0.830004172656379,5,0.2053096,740.400270435617,0.466438321719431,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
43016,575,29,84,0,335,0.260470862846568,4,1,0.639786104174839,32,12,7333,900,39729,10964,0.630268908897952,2,0.305161340537783,1248.65426515856,0.441785642130899,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57024,626,13,96,5,298,0.648044167916113,2,1,0.177144723338777,18,2,2029,1008,82141,27914,0.81211600088307,5,0.224336226488841,401.340542391843,0.147167622557206,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
84052,585,0,36,0,313,0.149268897720731,1,1,0.0185855711512714,28,3,691,263,44897,16481,0.771218598972632,2,0.235079360187068,1152.3725599039,0.209209426531752,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
60708,615,18,96,0,666,0.420354407650278,5,1,0.252364985589661,25,24,979,896,53858,12122,0.778267935360373,5,0.269237097130854,375.844407629555,0.205938803642924,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
27902,568,4,84,4,357,0.316128598388172,0,1,0.686256184875301,27,23,1192,386,10120,10819,0.894575185685229,7,0.259339399230629,1364.87909599599,0.740540074258187,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
69763,529,18,60,1,219,0.0811939731109621,3,1,0.430141269562195,18,10,2156,1799,27696,3608,0.860026901148719,1,0.255667114646985,343.271480293919,0.0967168522501473,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
44750,591,8,36,0,837,0.363525911300252,2,1,0.257981795616934,20,18,5136,1115,25284,7674,0.953646153482698,2,0.188871102563987,564.20969720016,0.375743382489428,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
27596,581,23,36,1,318,0.231985433365793,3,1,0.083782330524628,22,2,778,474,84993,21651,0.9263119995975,2,0.219178707279644,879.844971674304,0.520877651112178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72033,628,32,72,1,639,0.217040974163495,5,1,0.499838626282098,21,13,3679,578,159284,32124,0.894443735170113,6,0.227280186455123,547.598928836348,0.197675886691324,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
43292,571,7,60,3,539,0.252500728234693,4,1,0.501832776183499,24,6,732,1913,60888,24095,0.89914410209741,2,0.224464187619069,725.542745739355,0.350515405822606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
84672,596,35,72,3,373,0.0802498326799282,1,0,0.277792409322083,19,26,7475,589,69977,20038,0.995688788705719,5,0.21168879228776,680.866877563185,0.149357550675055,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
46250,594,12,60,2,340,0.206359311115076,2,1,0.42536791700513,31,1,2437,1529,126570,20539,0.900809261978186,3,0.24641234518623,360.653534468186,0.181791187321475,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
59684,581,18,48,1,223,0.275625057330117,2,0,0.242621621024402,34,18,2847,271,68002,22881,0.844213336079245,5,0.226468067352414,338.844584405307,0.112963859876411,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
81316,594,3,60,1,322,0.155913065901547,2,1,0.401645138052798,24,6,3071,902,138150,53052,0.744098110838705,5,0.19058976323097,535.070040872514,0.126479911585299,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
39592,627,13,48,3,581,0.218942222176243,4,2,0.525775716796661,13,16,1426,1020,15446,38002,0.699556997143494,9,0.206394297173911,901.683655611367,0.449388863086897,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
54807,470,0,24,3,237,0.164695468038706,4,2,0.406701228733332,25,6,1272,1400,144863,8734,0.71252168933536,3,0.241452379458879,1271.86445108788,0.330366073914912,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
66641,619,36,36,3,298,0.343308558209753,2,0,0.489998952356416,27,11,4664,2266,46607,24341,0.784899009466333,3,0.21285827249084,709.842944004915,0.181481600337014,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
74186,455,23,48,3,231,0.302638912164187,4,1,0.568931479619998,26,25,4992,409,12187,11301,0.881730043171256,8,0.3407604,632.576945291962,0.139688395970986,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
44297,469,9,48,2,216,0.325045718566852,2,0,0.346476315973727,18,26,5785,1367,15624,33828,0.650159392308399,8,0.300836520187905,679.882784746796,0.242693487526504,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26106,571,2,60,1,379,0.0769229739899691,1,0,0.1686369637213,30,5,5651,1153,167276,27981,0.758202204490088,5,0.252009559649725,490.01474641909,0.3994551810706,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
27564,574,26,84,4,219,0.243144072198468,3,1,0.35452746036775,18,14,1540,1612,38053,71558,0.767813859186522,7,0.270560370506705,299.73613183044,0.225832012115995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32553,567,0,36,0,568,0.284589290846938,4,1,0.550943432700519,20,3,563,1388,54372,57080,0.806462899106587,6,0.197768726034126,606.915912671415,0.433108805703222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
43815,622,38,48,2,500,0.163585791330348,3,2,0.112318075527989,17,25,694,2657,77368,8550,0.777785323337471,2,0.202861872896473,361.063484039265,0.235827041161045,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
20464,629,8,36,0,595,0.0994125452910314,1,0,0.102065153823985,27,8,618,2008,40948,30132,0.932051073918973,1,0.200368210014021,234.509064434664,0.486420483444877,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36008,558,0,60,0,219,0.193232510427316,4,1,0.187980399137355,22,6,4751,1145,141690,31155,0.586003097525531,7,0.247325579651886,392.202122650723,0.203688776710972,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
38888,475,14,12,1,566,0.371277469603732,3,0,0.0977261155360741,32,15,8856,514,42774,2456,0.832439761951588,7,0.242164795750853,1286.58374121423,0.571667478259894,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
50451,600,11,24,3,468,0.137123185424704,4,1,0.175042120648787,27,9,1944,1595,39694,67368,0.949390205202237,1,0.150957081627615,581.220821902494,0.249561948481297,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25735,633,23,24,1,305,0.433053456998195,1,1,0.652180323349432,20,15,1324,508,120539,7876,0.840611950101051,6,0.187864030880679,1045.78860226213,0.62986062666196,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66683,651,24,108,3,684,0.359581560758139,1,2,0.335473276826302,22,16,9719,1047,10766,7091,0.900903119234522,5,0.231001292107427,227.108883534101,0.163959428976039,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
26293,582,18,72,2,225,0.36136293471044,7,3,0.328976708724526,24,29,2371,724,13401,78241,0.855274027474698,4,0.257448950286565,775.198849777944,0.456485992368133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
73014,631,28,60,2,414,0.253647800383001,3,0,0.236903292207484,22,5,3278,1015,12303,4411,0.493440143458709,6,0.165869145887176,433.333232325531,0.139260947049968,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
20824,569,0,72,4,225,0.230187711521768,2,1,0.114484653133796,23,17,4199,745,27100,4551,0.906280777374972,2,0.279429101237542,685.0301708375,0.524412315119573,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
57687,568,20,96,2,321,0.231409675558306,1,0,0.323918979226606,21,5,378,353,57982,22811,0.652807363268449,6,0.252557977279315,598.875867494639,0.191351784803087,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
24857,556,40,36,0,273,0.410566053020458,2,3,0.5856614312479,34,28,982,3620,12680,25818,0.709126659060944,4,0.247757035415125,788.623912223356,0.512511041021856,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30289,543,3,36,3,237,0.266416013902849,4,0,0.416741554264797,24,1,3285,1008,94294,8730,0.942293044897359,4,0.203227136855425,417.366812903121,0.259249290331059,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
32137,609,31,48,0,479,0.245565801436379,5,0,0.161739088890773,22,15,3647,364,70400,4580,0.788686146204499,8,0.188537274692257,459.452936018213,0.350419617021457,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
67039,610,24,48,3,167,0.186639479082064,4,0,0.493462638370324,28,18,6659,1344,59129,3489,0.888010572143091,6,0.222232100223709,495.411314556608,0.118571813044337,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
61126,623,23,48,2,959,0.177658569090642,7,3,0.256969055008151,21,12,3869,2193,39593,7600,0.678935085995095,5,0.217994187889426,511.116388913827,0.288607084824231,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
46755,559,19,60,2,461,0.10782282737699,4,0,0.230515104668912,21,10,11563,219,84718,35281,0.838064656081644,4,0.214152100582448,557.291571564415,0.261351702679349,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
85855,589,32,24,1,215,0.313770011170211,1,2,0.247644134207208,15,6,3007,1525,36680,10447,0.953623908933053,4,0.189392501211903,818.660484031788,0.144475287500803,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
43868,606,39,36,1,289,0.163431090821197,4,1,0.255981937059907,23,9,2391,2992,93622,53148,0.812941114626851,3,0.199042792585023,941.937246378228,0.336720319060334,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
57045,593,6,24,2,380,0.141727300172774,3,0,0.114359345541577,36,20,4040,1018,89526,38557,0.96779711228635,6,0.188507637096217,991.521290867953,0.288513550537566,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
72369,634,28,48,3,327,0.157556886903045,4,1,0.190825264183165,19,27,1779,747,59432,15805,0.559184226892694,10,0.21374382840508,632.823208236823,0.159154866017796,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
45174,599,0,36,3,366,0.315366971501153,7,0,0.201636176565816,16,10,5404,628,17686,14457,0.656227644945293,2,0.193471056822757,847.38813525698,0.32232385051321,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
52272,600,3,120,0,190,0.19819713198232,5,2,0.467677163794854,15,18,3907,2268,61116,9769,0.811858166311786,6,0.239748698231636,223.169732197355,0.094850719053571,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
51844,481,14,60,3,243,0.332358836982515,3,2,0.0424271323991369,22,14,8445,636,28982,15012,0.849604331645982,7,0.266499208344356,430.787008880129,0.155957181285424,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
51735,634,6,60,4,405,0.0560587117432675,4,0,0.0339774108396892,28,25,1263,169,126573,82492,0.531218714649483,4,0.195484963632481,754.888161133726,0.26903755549637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
81528,584,10,36,4,171,0.513419367309935,4,1,0.658273301316409,25,29,3291,685,11683,40174,0.910545618619033,6,0.238539309584737,874.397084957924,0.153870633641143,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
